,blockchain,category,contract_address,decimals,from,time,to,token,value
86,,in,0x74b23882a30290451a17c44f4f05243b6b58c76d,18.0,0x8d9ba570d6cb60c7e3e0f31343efe75ab8e65fb1,2023-05-24 00:00:00.000 UTC,0x224002428cf0ba45590e0022df4b06653058f22f,weth-weth,942286645729970222
87,fantom,in,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x080f6aed32fc474dd5717105dba5ea57268f46eb,2022-03-09 00:00:00.000 UTC,0x224002428cf0ba45590e0022df4b06653058f22f,usdc-usd-coin,4637192122
88,fantom,in,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x879e748ec718717c7a33496b695c569f0901965d,2022-03-16 00:00:00.000 UTC,0x224002428cf0ba45590e0022df4b06653058f22f,usdc-usd-coin,1236998132
89,fantom,in,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,2023-05-24 00:00:00.000 UTC,0x224002428cf0ba45590e0022df4b06653058f22f,usdc-usd-coin,9366277923
90,fantom,in,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,2021-11-15 00:00:00.000 UTC,0x224002428cf0ba45590e0022df4b06653058f22f,usdc-usd-coin,4915320680
91,fantom,from,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x224002428cf0ba45590e0022df4b06653058f22f,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,usdc-usd-coin,169159870431
92,fantom,from,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x224002428cf0ba45590e0022df4b06653058f22f,2021-12-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,usdc-usd-coin,3000000000
93,,from,0x74b23882a30290451a17c44f4f05243b6b58c76d,18.0,0x224002428cf0ba45590e0022df4b06653058f22f,2023-05-24 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,weth-weth,5442952893296146175
94,fantom,from,0x04068da6c83afcfa0e13ba15a6696662335d5b75,6.0,0x224002428cf0ba45590e0022df4b06653058f22f,2023-05-24 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,usdc-usd-coin,71816624104
95,fantom,from,0x82f0b8b456c1a451378467398982d4834b6829c1,,0x224002428cf0ba45590e0022df4b06653058f22f,2021-12-16 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,16480085229556790062759
96,,from,0x82f0b8b456c1a451378467398982d4834b6829c1,,0x224002428cf0ba45590e0022df4b06653058f22f,2023-05-24 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,,5268668256973350275450
97,fantom,from,0x82f0b8b456c1a451378467398982d4834b6829c1,,0x224002428cf0ba45590e0022df4b06653058f22f,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,79061726089697205590478
98,,from,0x43cf58380e69594fa2a5682de484ae00edd83e94,,0x224002428cf0ba45590e0022df4b06653058f22f,2022-03-10 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,51439032482329771468411
99,,from,0xed2a7edd7413021d440b09d654f3b87712abab66,,0x224002428cf0ba45590e0022df4b06653058f22f,2021-12-20 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,70106371996540797669545
100,fantom,from,0x049d68029688eabf473097a2fc38ef61633a3c7a,,0x224002428cf0ba45590e0022df4b06653058f22f,2023-05-24 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,,46464955636
101,fantom,from,0x049d68029688eabf473097a2fc38ef61633a3c7a,,0x224002428cf0ba45590e0022df4b06653058f22f,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,85183204126
102,,from,0xed2a7edd7413021d440b09d654f3b87712abab66,,0x224002428cf0ba45590e0022df4b06653058f22f,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,549561065380530329937892
